Path;Distance;max_lengthC;osnrC;osnrC val;osnrL;osnrL val;osnrS;osnrS val;max_lengthL;max_lengthC;
8-9-1-3-5-2-4-10-11-13-17-;2126;no;yes;16,8139;no;15,8286;no;13,956;no;no;
8-9-1-3-5-2-4-10-11-13-15-16-17-;2416;no;yes;16,1544;no;15,1752;no;13,3055;no;no;
8-9-1-3-5-2-4-10-11-12-14-15-16-17-;2208;no;yes;16,1199;no;15,1756;no;13,316;no;no;
8-9-1-3-5-2-4-10-11-12-14-15-13-17-;2334;no;yes;16,067;no;15,1295;no;13,2643;no;no;
8-9-1-3-2-5-11-13-17-;1594;no;yes;17,9163;yes;16,9812;no;15,1097;no;no;
8-9-1-3-2-5-11-13-15-16-17-;1884;no;yes;17,0834;yes;16,1472;no;14,2792;no;no;
8-9-1-3-2-5-11-12-14-15-16-17-;1676;no;yes;17,0407;yes;16,1477;no;14,2923;no;no;
8-9-1-3-2-5-11-12-14-15-13-17-;1802;no;yes;16,9754;yes;16,0901;no;14,2276;no;no;
8-9-1-3-2-5-11-10-13-17-;2043;no;yes;17,1329;yes;16,1399;no;14,2631;no;no;
8-9-1-3-2-5-11-10-13-15-16-17-;2333;no;yes;16,427;no;15,4416;no;13,5685;no;no;
8-9-1-3-2-5-10-13-17-;1562;no;yes;18,0217;yes;17,1223;no;15,2479;no;no;
8-9-1-3-2-5-10-13-15-16-17-;1852;no;yes;17,1703;yes;16,2633;no;14,393;no;no;
8-9-1-3-2-5-10-13-11-12-14-15-16-17-;2094;no;yes;16,2816;no;15,383;no;13,5225;no;no;
8-9-1-3-2-5-10-11-13-17-;1899;no;yes;17,2682;yes;16,2891;no;14,4169;no;no;
8-9-1-3-2-5-10-11-13-15-16-17-;2189;no;yes;16,5417;no;15,5683;no;13,6993;no;no;
8-9-1-3-2-5-10-11-12-14-15-16-17-;1981;no;yes;16,504;no;15,5688;no;13,7108;no;no;
8-9-1-3-2-5-10-11-12-14-15-13-17-;2107;no;yes;16,4463;no;15,5183;no;13,6542;no;no;
8-9-1-3-2-5-4-10-13-17-;1784;no;yes;17,4946;yes;16,5803;no;14,7056;no;no;
8-9-1-3-2-5-4-10-13-15-16-17-;2074;no;yes;16,7325;no;15,8137;no;13,9427;no;no;
8-9-1-3-2-5-4-10-11-13-17-;2121;no;yes;16,8209;no;15,837;no;13,9643;no;no;
8-9-1-3-2-5-4-10-11-13-15-16-17-;2411;no;yes;16,1604;no;15,1824;no;13,3127;no;no;
8-9-1-3-2-5-4-10-11-12-14-15-16-17-;2203;no;yes;16,1258;no;15,1828;no;13,3232;no;no;
8-9-1-3-2-5-4-10-11-12-14-15-13-17-;2329;no;yes;16,0728;no;15,1366;no;13,2713;no;no;
8-9-1-3-2-4-10-13-17-;1622;no;yes;17,988;yes;17,0963;no;15,2175;no;no;
8-9-1-3-2-4-10-13-15-16-17-;1912;no;yes;17,1426;yes;16,2419;no;14,368;no;no;
8-9-1-3-2-4-10-13-11-12-14-15-16-17-;2154;no;yes;16,2589;no;15,3655;no;13,5021;no;no;
8-9-1-3-2-4-10-11-13-17-;1959;no;yes;17,2398;yes;16,2676;no;14,3918;no;no;
8-9-1-3-2-4-10-11-13-15-16-17-;2249;no;yes;16,5177;no;15,5501;no;13,678;no;no;
8-9-1-3-2-4-10-11-12-14-15-16-17-;2041;no;yes;16,4802;no;15,5506;no;13,6895;no;no;
8-9-1-3-2-4-10-11-12-14-15-13-17-;2167;no;yes;16,4228;no;15,5003;no;13,6331;no;no;
8-9-1-3-2-4-10-5-11-13-17-;2182;no;yes;16,9302;yes;16,0133;no;14,1291;no;no;
8-9-1-3-2-4-10-5-11-13-15-16-17-;2472;no;yes;16,2541;no;15,3336;no;13,4541;no;no;
8-9-1-3-2-4-10-5-11-12-14-15-16-17-;2264;no;yes;16,2188;no;15,334;no;13,465;no;no;
8-9-1-3-2-4-10-5-11-12-14-15-13-17-;2390;no;yes;16,1647;no;15,2862;no;13,4114;no;no;
8-9-1-3-2-4-5-11-13-17-;2014;no;yes;17,2423;yes;16,2897;no;14,4091;no;no;
8-9-1-3-2-4-5-11-13-15-16-17-;2304;no;yes;16,5198;no;15,5688;no;13,6927;no;no;
8-9-1-3-2-4-5-11-12-14-15-16-17-;2096;no;yes;16,4822;no;15,5693;no;13,7041;no;no;
8-9-1-3-2-4-5-11-12-14-15-13-17-;2222;no;yes;16,4248;no;15,5188;no;13,6476;no;no;
8-9-1-3-2-4-5-11-10-13-17-;2463;no;yes;16,5632;no;15,5624;no;13,6786;no;no;
8-9-1-3-2-4-5-10-13-17-;1982;no;yes;17,3324;yes;16,4097;no;14,5264;no;no;
8-9-1-3-2-4-5-10-13-15-16-17-;2272;no;yes;16,596;no;15,6703;no;13,7919;no;no;
8-9-1-3-2-4-5-10-11-13-17-;2319;no;yes;16,6817;no;15,6928;no;13,8127;no;no;
8-9-1-3-2-4-5-10-11-13-15-16-17-;2609;no;yes;16,0405;no;15,0581;no;13,1819;no;no;
8-9-1-3-2-4-5-10-11-12-14-15-16-17-;2401;no;yes;16,0069;no;15,0585;no;13,1921;no;no;
8-7-6-9-5-11-13-17-;1040;no;yes;19,2252;yes;18,5019;yes;16,6321;no;no;
8-7-6-9-5-11-13-15-16-17-;1330;no;yes;18,1337;yes;17,3608;no;15,4953;no;no;
8-7-6-9-5-11-12-14-15-16-17-;1122;no;yes;18,0793;yes;17,3615;no;15,5127;no;no;
8-7-6-9-5-11-12-14-15-13-17-;1248;no;yes;17,9966;yes;17,2855;no;15,4272;no;no;
8-7-6-9-5-11-10-13-17-;1489;no;yes;18,1968;yes;17,3512;no;15,474;no;no;
8-7-6-9-5-11-10-13-15-16-17-;1779;no;yes;17,3137;yes;16,4502;no;14,5778;no;no;
8-7-6-9-5-10-13-17-;1008;no;yes;19,3684;yes;18,7036;yes;16,8296;no;no;
8-7-6-9-5-10-13-15-16-17-;1298;no;yes;18,2446;yes;17,5151;no;15,6465;no;no;
8-7-6-9-5-10-13-11-12-14-15-16-17-;1540;no;yes;17,136;yes;16,3764;no;14,5198;no;no;
8-7-6-9-5-10-11-13-17-;1345;no;yes;18,3704;yes;17,5495;no;15,6784;no;no;
8-7-6-9-5-10-11-13-15-16-17-;1635;no;yes;17,4548;yes;16,6107;no;14,7434;no;no;
8-7-6-9-5-10-11-12-14-15-16-17-;1427;no;yes;17,4083;yes;16,6113;no;14,758;no;no;
8-7-6-9-5-10-11-12-14-15-13-17-;1553;no;yes;17,3373;yes;16,5472;no;14,6861;no;no;
8-7-6-9-5-4-10-13-17-;1230;no;yes;18,6645;yes;17,9434;yes;16,0689;no;no;
8-7-6-9-5-4-10-13-15-16-17-;1520;no;yes;17,6914;yes;16,9251;no;15,0554;no;no;
8-7-6-9-5-4-10-13-11-12-14-15-16-17-;1762;no;yes;16,7014;no;15,9155;no;14,0569;no;no;
8-7-6-9-5-4-10-11-13-17-;1567;no;yes;17,802;yes;16,9552;no;15,0833;no;no;
8-7-6-9-5-4-10-11-13-15-16-17-;1857;no;yes;16,9889;yes;16,1257;no;14,2574;no;no;
8-7-6-9-5-4-10-11-12-14-15-16-17-;1649;no;yes;16,9471;yes;16,1262;no;14,2705;no;no;
8-7-6-9-5-4-10-11-12-14-15-13-17-;1775;no;yes;16,8832;yes;16,0689;no;14,2061;no;no;
8-7-6-9-5-3-2-4-10-13-17-;1483;no;yes;17,8275;yes;17,1174;no;15,2431;no;no;
8-7-6-9-5-3-2-4-10-13-15-16-17-;1773;no;yes;17,01;yes;16,2593;no;14,3891;no;no;
8-7-6-9-5-3-2-4-10-13-11-12-14-15-16-17-;2015;no;yes;16,1505;no;15,3797;no;13,5194;no;no;
8-7-6-9-5-3-2-4-10-11-13-17-;1820;no;yes;17,1044;yes;16,285;no;14,413;no;no;
8-7-6-9-5-3-2-4-10-11-13-15-16-17-;2110;no;yes;16,4027;no;15,5649;no;13,696;no;no;
8-7-6-9-5-3-2-4-10-11-12-14-15-16-17-;1902;no;yes;16,3662;no;15,5654;no;13,7075;no;no;
8-7-6-9-5-3-2-4-10-11-12-14-15-13-17-;2028;no;yes;16,3102;no;15,5149;no;13,6509;no;no;
8-7-6-9-5-2-4-10-13-17-;1386;no;yes;18,1155;yes;17,3552;no;15,4842;no;no;
8-7-6-9-5-2-4-10-13-15-16-17-;1676;no;yes;17,2473;yes;16,4534;no;14,5861;no;no;
8-7-6-9-5-2-4-10-13-11-12-14-15-16-17-;1918;no;yes;16,3442;no;15,5376;no;13,68;no;no;
8-7-6-9-5-2-4-10-11-13-17-;1723;no;yes;17,3469;yes;16,4804;no;14,6112;no;no;
8-7-6-9-5-2-4-10-11-13-15-16-17-;2013;no;yes;16,6082;no;15,7298;no;13,8634;no;no;
8-7-6-9-5-2-4-10-11-12-14-15-16-17-;1805;no;yes;16,5699;no;15,7303;no;13,8753;no;no;
8-7-6-9-5-2-4-10-11-12-14-15-13-17-;1931;no;yes;16,5113;no;15,6779;no;13,8165;no;no;
8-7-6-9-1-3-5-11-13-17-;1462;no;yes;17,8569;yes;16,9986;no;15,1348;no;no;
8-7-6-9-1-3-5-11-13-15-16-17-;1752;no;yes;17,0344;yes;16,1616;no;14,2999;no;no;
8-7-6-9-1-3-5-11-12-14-15-16-17-;1544;no;yes;16,9921;yes;16,1621;no;14,3132;no;no;
8-7-6-9-1-3-5-11-12-14-15-13-17-;1670;no;yes;16,9276;yes;16,1043;no;14,2481;no;no;
8-7-6-9-1-3-5-11-10-13-17-;1911;no;yes;17,0833;yes;16,1543;no;14,2837;no;no;
8-7-6-9-1-3-5-11-10-13-15-16-17-;2201;no;yes;16,3848;no;15,4538;no;13,5862;no;no;
8-7-6-9-1-3-5-10-13-17-;1430;no;yes;17,9609;yes;17,1404;no;15,2738;no;no;
8-7-6-9-1-3-5-10-13-15-16-17-;1720;no;yes;17,1202;yes;16,2781;no;14,4143;no;no;
8-7-6-9-1-3-5-10-13-11-12-14-15-16-17-;1962;no;yes;16,2407;no;15,395;no;13,54;no;no;
8-7-6-9-1-3-5-10-11-13-17-;1767;no;yes;17,217;yes;16,304;no;14,4383;no;no;
8-7-6-9-1-3-5-10-11-13-15-16-17-;2057;no;yes;16,4984;no;15,5809;no;13,7174;no;no;
8-7-6-9-1-3-5-10-11-12-14-15-16-17-;1849;no;yes;16,461;no;15,5814;no;13,729;no;no;
8-7-6-9-1-3-5-10-11-12-14-15-13-17-;1975;no;yes;16,4038;no;15,5308;no;13,6721;no;no;
8-7-6-9-1-3-5-4-10-13-17-;1652;no;yes;17,4407;yes;16,5962;no;14,7285;no;no;
8-7-6-9-1-3-5-4-10-13-15-16-17-;1942;no;yes;16,6872;no;15,8271;no;13,9619;no;no;
8-7-6-9-1-3-5-4-10-11-13-17-;1989;no;yes;16,7747;no;15,8504;no;13,9836;no;no;
8-7-6-9-1-3-5-4-10-11-13-15-16-17-;2279;no;yes;16,1206;no;15,1939;no;13,3293;no;no;
8-7-6-9-1-3-5-4-10-11-12-14-15-16-17-;2071;no;yes;16,0864;no;15,1943;no;13,3398;no;no;
8-7-6-9-1-3-5-4-10-11-12-14-15-13-17-;2197;no;yes;16,0339;no;15,148;no;13,2878;no;no;
8-7-6-9-1-3-5-2-4-10-13-17-;1808;no;yes;17,0203;yes;16,1573;no;14,2915;no;no;
8-7-6-9-1-3-5-2-4-10-13-15-16-17-;2098;no;yes;16,3311;no;15,4564;no;13,5928;no;no;
8-7-6-9-1-3-5-2-4-10-11-13-17-;2145;no;yes;16,4116;no;15,4778;no;13,6127;no;no;
8-7-6-9-1-3-2-5-11-13-17-;1613;no;yes;17,4043;yes;16,5292;no;14,6671;no;no;
8-7-6-9-1-3-2-5-11-13-15-16-17-;1903;no;yes;16,6566;no;15,7708;no;13,9104;no;no;
8-7-6-9-1-3-2-5-11-12-14-15-16-17-;1695;no;yes;16,6179;no;15,7713;no;13,9225;no;no;
8-7-6-9-1-3-2-5-11-12-14-15-13-17-;1821;no;yes;16,5586;no;15,7184;no;13,8631;no;no;
8-7-6-9-1-3-2-5-11-10-13-17-;2062;no;yes;16,7014;no;15,7641;no;13,8956;no;no;
8-7-6-9-1-3-2-5-11-10-13-15-16-17-;2352;no;yes;16,0576;no;15,1196;no;13,2535;no;no;
8-7-6-9-1-3-2-5-10-13-17-;1581;no;yes;17,4979;yes;16,6561;no;14,7917;no;no;
8-7-6-9-1-3-2-5-10-13-15-16-17-;1871;no;yes;16,7353;no;15,8772;no;14,0148;no;no;
8-7-6-9-1-3-2-5-10-11-13-17-;1918;no;yes;16,8237;no;15,9008;no;14,0368;no;no;
8-7-6-9-1-3-2-5-10-11-13-15-16-17-;2208;no;yes;16,1628;no;15,2372;no;13,375;no;no;
8-7-6-9-1-3-2-5-10-11-12-14-15-16-17-;2000;no;yes;16,1282;no;15,2376;no;13,3856;no;no;
8-7-6-9-1-3-2-5-10-11-12-14-15-13-17-;2126;no;yes;16,0753;no;15,1908;no;13,333;no;no;
8-7-6-9-1-3-2-5-4-10-13-17-;1803;no;yes;17,0276;yes;16,1663;no;14,3005;no;no;
8-7-6-9-1-3-2-5-4-10-13-15-16-17-;2093;no;yes;16,3373;no;15,4641;no;13,6004;no;no;
8-7-6-9-1-3-2-5-4-10-11-13-17-;2140;no;yes;16,418;no;15,4855;no;13,6203;no;no;
8-7-6-9-1-3-2-4-10-13-17-;1641;no;yes;17,468;yes;16,6327;no;14,7643;no;no;
8-7-6-9-1-3-2-4-10-13-15-16-17-;1931;no;yes;16,7101;no;15,8576;no;13,992;no;no;
8-7-6-9-1-3-2-4-10-11-13-17-;1978;no;yes;16,7981;no;15,8811;no;14,0138;no;no;
8-7-6-9-1-3-2-4-10-11-13-15-16-17-;2268;no;yes;16,1408;no;15,2203;no;13,3552;no;no;
8-7-6-9-1-3-2-4-10-11-12-14-15-16-17-;2060;no;yes;16,1064;no;15,2207;no;13,3658;no;no;
8-7-6-9-1-3-2-4-10-11-12-14-15-13-17-;2186;no;yes;16,0537;no;15,1741;no;13,3135;no;no;
8-7-6-9-1-3-2-4-10-5-11-13-17-;2201;no;yes;16,5175;no;15,6479;no;13,7723;no;no;
8-7-6-9-1-3-2-4-5-11-13-17-;2033;no;yes;16,8003;no;15,9013;no;14,0296;no;no;
8-7-6-9-1-3-2-4-5-11-13-15-16-17-;2323;no;yes;16,1427;no;15,2376;no;13,3688;no;no;
8-7-6-9-1-3-2-4-5-11-12-14-15-16-17-;2115;no;yes;16,1083;no;15,2381;no;13,3795;no;no;
8-7-6-9-1-3-2-4-5-11-12-14-15-13-17-;2241;no;yes;16,0555;no;15,1913;no;13,3269;no;no;
8-7-6-9-1-3-2-4-5-11-10-13-17-;2482;no;yes;16,1825;no;15,2317;no;13,3557;no;no;
8-7-6-9-1-3-2-4-5-10-13-17-;2001;no;yes;16,8817;yes;16,0109;no;14,1369;no;no;
8-7-6-9-1-3-2-4-5-10-13-15-16-17-;2291;no;yes;16,2125;no;15,3316;no;13,4608;no;no;
8-7-6-9-1-3-2-4-5-10-11-13-17-;2338;no;yes;16,2909;no;15,3524;no;13,4801;no;no;
4-10-13-17-16-15-14-12-11-8-;1309;no;yes;18,1529;yes;17,382;no;15,5181;no;no;
4-10-13-17-16-15-14-12-11-5-9-8-;1745;no;yes;17,2263;yes;16,4439;no;14,5713;no;no;
4-10-13-17-16-15-14-12-11-5-9-6-7-8-;1764;no;yes;16,7859;yes;16,0421;no;14,178;no;no;
4-10-13-17-16-15-14-12-11-5-3-1-9-8-;2167;no;yes;16,3141;no;15,4488;no;13,581;no;no;
4-10-13-15-14-12-11-8-;1103;no;yes;18,9921;yes;18,1871;yes;16,3241;no;no;
4-10-13-15-14-12-11-5-9-8-;1539;no;yes;17,8912;yes;17,0805;no;15,2073;no;no;
4-10-13-15-14-12-11-5-9-6-7-8-;1558;no;yes;17,382;yes;16,6186;no;14,7551;no;no;
4-10-13-15-14-12-11-5-3-1-9-8-;1961;no;yes;16,8449;no;15,9473;no;14,0795;no;no;
4-10-13-15-14-12-11-5-3-1-9-6-7-8-;1980;no;yes;16,4399;no;15,5872;no;13,7267;no;no;
4-10-13-15-14-12-11-5-2-3-1-9-8-;2112;no;yes;16,4826;no;15,5745;no;13,7085;no;no;
4-10-13-15-14-12-11-5-2-3-1-9-6-7-8-;2131;no;yes;16,1086;no;15,2429;no;13,3835;no;no;
4-10-13-11-8-;895;yes;yes;20,6029;yes;19,7401;yes;17,8599;no;no;
4-10-13-11-5-9-8-;1331;no;yes;19,0859;yes;18,2327;yes;16,3441;no;no;
4-10-13-11-5-9-6-7-8-;1350;no;yes;18,4272;yes;17,6396;no;15,7653;no;no;
4-10-13-11-5-3-1-9-8-;1753;no;yes;17,7548;yes;16,8065;no;14,9289;no;no;
4-10-13-11-5-3-1-9-6-7-8-;1772;no;yes;17,2605;yes;16,3714;no;14,5035;no;no;
4-10-13-11-5-2-3-1-9-8-;1904;no;yes;17,3122;yes;16,3563;no;14,4817;no;no;
4-10-13-11-5-2-3-1-9-6-7-8-;1923;no;yes;16,8634;no;15,9622;no;14,0961;no;no;
4-10-11-8-;782;yes;yes;21,233;yes;20,2669;yes;18,3913;yes;no;
4-10-11-5-9-8-;1218;no;yes;19,5205;yes;18,5983;yes;16,7121;no;no;
4-10-11-5-9-6-7-8-;1237;no;yes;18,798;yes;17,9568;yes;16,0856;no;no;
4-10-11-5-3-1-9-8-;1640;no;yes;18,0704;yes;17,0666;no;15,1914;no;no;
4-10-11-5-3-1-9-6-7-8-;1659;no;yes;17,541;yes;16,6061;no;14,7407;no;no;
4-10-11-5-2-3-1-9-8-;1791;no;yes;17,5962;yes;16,5901;no;14,7178;no;no;
4-10-11-5-2-3-1-9-6-7-8-;1810;no;yes;17,1187;yes;16,1752;no;14,3116;no;no;
4-10-5-11-8-;1005;no;yes;20,4946;yes;19,6545;yes;17,7593;no;no;
4-10-5-9-8-;737;yes;yes;21,1999;yes;20,5134;yes;18,6271;yes;no;
4-10-5-9-6-7-8-;756;yes;yes;20,174;yes;19,5533;yes;17,6888;yes;no;
4-10-5-3-1-9-8-;1159;no;yes;19,2036;yes;18,3195;yes;16,4479;no;no;
4-10-5-3-1-9-6-7-8-;1178;no;yes;18,5281;yes;17,7153;no;15,856;no;no;
4-10-5-2-3-1-9-8-;1310;no;yes;18,5975;yes;17,6947;no;15,8263;no;no;
4-10-5-2-3-1-9-6-7-8-;1329;no;yes;18,0043;yes;17,1667;no;15,3088;no;no;
4-5-11-8-;837;yes;yes;21,2392;yes;20,3225;yes;18,4347;no;no;
4-5-10-13-17-16-15-14-12-11-8-;1669;no;yes;17,4739;yes;16,6524;no;14,7814;no;no;
4-5-10-13-15-14-12-11-8-;1463;no;yes;18,1811;yes;17,3229;no;15,4514;no;no;
4-5-10-13-11-8-;1255;no;yes;19,4718;yes;18,5514;yes;16,6641;no;no;
4-5-10-11-8-;1142;no;yes;19,9491;yes;18,9462;yes;17,0615;no;no;
4-5-9-8-;569;yes;yes;22,0901;yes;21,3422;yes;19,4673;yes;yes;
4-5-9-6-7-8-;588;yes;yes;20,8611;yes;20,2047;yes;18,3525;yes;yes;
4-5-3-1-9-8-;991;yes;yes;19,7441;yes;18,8005;yes;16,9369;no;no;
4-5-3-1-9-6-7-8-;1010;no;yes;18,9866;yes;18,1307;yes;16,2796;no;no;
4-5-2-3-1-9-8-;1142;no;yes;19,0637;yes;18,108;yes;16,2469;no;no;
4-5-2-3-1-9-6-7-8-;1161;no;yes;18,4082;yes;17,5307;no;15,6801;no;no;
4-2-5-11-8-;993;yes;yes;20,2918;yes;19,3505;yes;17,471;no;no;
4-2-5-10-13-17-16-15-14-12-11-8-;1825;no;yes;17,0504;yes;16,208;no;14,3394;no;no;
4-2-5-10-13-15-14-12-11-8-;1619;no;yes;17,6868;yes;16,8085;no;14,9398;no;no;
4-2-5-10-13-11-8-;1411;no;yes;18,8188;yes;17,8813;no;15,9998;no;no;
4-2-5-10-11-8-;1298;no;yes;19,2262;yes;18,2174;yes;16,3386;no;no;
4-2-5-9-8-;725;yes;yes;20,9623;yes;20,1456;yes;18,2775;yes;no;
4-2-5-9-6-7-8-;744;yes;yes;19,9853;yes;19,2561;yes;17,405;yes;no;
4-2-5-3-1-9-8-;1147;no;yes;19,052;yes;18,0939;yes;16,2329;no;no;
4-2-5-3-1-9-6-7-8-;1166;no;yes;18,3981;yes;17,5183;no;15,6678;no;no;
4-2-3-5-11-8-;1090;no;yes;19,8262;yes;18,9798;yes;17,096;no;no;
4-2-3-5-10-13-17-16-15-14-12-11-8-;1922;no;yes;16,8234;yes;16,0243;no;14,153;no;no;
4-2-3-5-10-13-15-14-12-11-8-;1716;no;yes;17,4251;yes;16,5982;no;14,7265;no;no;
4-2-3-5-10-13-11-8-;1508;no;yes;18,482;yes;17,6139;no;15,7293;no;no;
4-2-3-5-10-11-8-;1395;no;yes;18,8577;yes;17,9291;yes;16,0468;no;no;
4-2-3-5-9-8-;822;yes;yes;20,4236;yes;19,7042;yes;17,8298;yes;no;
4-2-3-5-9-6-7-8-;841;yes;yes;19,5499;yes;18,8931;yes;17,0354;no;no;
4-2-3-1-9-8-;980;yes;yes;19,7907;yes;18,8613;yes;16,9967;no;no;
4-2-3-1-9-6-7-8-;999;yes;yes;19,0256;yes;18,1828;yes;16,3309;no;no;
4-2-3-1-9-5-11-8-;1614;no;yes;18,2212;yes;17,2747;no;15,3937;no;no;
4-2-3-1-9-5-10-13-15-14-12-11-8-;2240;no;yes;16,431;no;15,5334;no;13,6608;no;no;
4-2-3-1-9-5-10-13-11-8-;2032;no;yes;17,2498;yes;16,3071;no;14,4249;no;no;
4-2-3-1-9-5-10-11-8-;1919;no;yes;17,5296;yes;16,5382;no;14,6578;no;no;
2-5-9-;342;yes;yes;22,2247;no;21,4318;no;19,5826;yes;no;
2-3-5-9-;439;yes;no;21,3063;no;20,6696;no;18,807;no;no;
9-8-11-13-17-;680;yes;yes;21,2268;yes;20,5069;yes;18,6321;yes;no;
9-8-11-13-15-16-17-;970;yes;yes;19,604;yes;18,8137;yes;16,9464;no;no;
9-8-11-12-14-15-16-17-;762;yes;yes;19,528;yes;18,8147;yes;16,9708;yes;no;
9-8-11-12-14-15-13-17-;888;yes;yes;19,4129;yes;18,7088;yes;16,8516;no;no;
9-8-11-10-13-17-;1129;no;yes;19,6929;yes;18,8003;yes;16,9167;no;no;
9-8-11-10-13-15-16-17-;1419;no;yes;18,4929;yes;17,5884;no;15,7126;no;no;
9-8-11-5-10-13-17-;1352;no;yes;19,1621;yes;18,3547;yes;16,4574;no;no;
9-8-11-5-10-13-15-16-17-;1642;no;yes;18,0845;yes;17,2472;no;15,3602;no;no;
9-8-11-5-4-10-13-17-;1574;no;yes;18,4884;yes;17,6486;no;15,7544;no;no;
9-8-11-5-4-10-13-15-16-17-;1864;no;yes;17,5501;yes;16,6903;no;14,8046;no;no;
9-8-11-5-3-2-4-10-13-17-;1827;no;yes;17,6818;yes;16,8723;no;14,9815;no;no;
9-8-11-5-3-2-4-10-13-15-16-17-;2117;no;yes;16,889;yes;16,0571;no;14,173;no;no;
9-8-11-5-2-4-10-13-17-;1730;no;yes;17,96;yes;17,0967;no;15,2081;no;no;
9-8-11-5-2-4-10-13-15-16-17-;2020;no;yes;17,1195;yes;16,2423;no;14,3603;no;no;
9-6-7-8-11-13-17-;699;yes;yes;20,1952;yes;19,5481;yes;17,6928;yes;no;
9-6-7-8-11-13-15-16-17-;989;yes;yes;18,8686;yes;18,142;yes;16,2877;no;no;
9-6-7-8-11-12-14-15-16-17-;781;yes;yes;18,8043;yes;18,1428;yes;16,3086;yes;no;
9-6-7-8-11-12-14-15-13-17-;907;yes;yes;18,7067;yes;18,0519;yes;16,2062;no;no;
9-6-7-8-11-10-13-17-;1148;no;yes;18,9435;yes;18,1305;yes;16,2622;no;no;
9-6-7-8-11-10-13-15-16-17-;1438;no;yes;17,913;yes;17,0724;no;15,2078;no;no;
9-6-7-8-11-5-10-13-17-;1371;no;yes;18,4926;yes;17,7458;no;15,8643;no;no;
9-6-7-8-11-5-10-13-15-16-17-;1661;no;yes;17,5535;yes;16,7681;no;14,8926;no;no;
9-6-7-8-11-5-4-10-13-17-;1593;no;yes;17,909;yes;17,1259;no;15,2449;no;no;
9-6-7-8-11-5-4-10-13-15-16-17-;1883;no;yes;17,0774;yes;16,2662;no;14,3906;no;no;
9-6-7-8-11-5-3-2-4-10-13-17-;1846;no;yes;17,1953;yes;16,4309;no;14,5511;no;no;
9-6-7-8-11-5-3-2-4-10-13-15-16-17-;2136;no;yes;16,48;no;15,6881;no;13,8128;no;no;
9-6-7-8-11-5-2-4-10-13-17-;1749;no;yes;17,4432;yes;16,6331;no;14,7559;no;no;
9-6-7-8-11-5-2-4-10-13-15-16-17-;2039;no;yes;16,6893;no;15,8579;no;13,9849;no;no;
9-5-11-13-17-;926;yes;yes;20,6122;yes;19,7723;yes;17,8842;no;no;
9-5-11-13-15-16-17-;1216;no;yes;19,1719;yes;18,3029;yes;16,4253;no;no;
9-5-11-12-14-15-16-17-;1008;no;yes;19,103;yes;18,3038;yes;16,4469;no;no;
9-5-11-12-14-15-13-17-;1134;no;yes;18,9985;yes;18,2096;yes;16,3412;no;no;
9-5-11-10-13-17-;1375;no;yes;19,2522;yes;18,291;yes;16,3989;no;no;
9-5-11-10-13-15-16-17-;1665;no;yes;18,1547;yes;17,1977;no;15,3147;no;no;
9-5-10-13-17-;894;yes;yes;20,8105;yes;20,0447;yes;18,1497;no;no;
9-5-10-13-15-16-17-;1184;no;yes;19,3133;yes;18,4954;yes;16,6134;no;no;
9-5-10-13-11-12-14-15-16-17-;1426;no;yes;17,9399;yes;17,1102;no;15,2461;no;no;
9-5-10-11-13-17-;1231;no;yes;19,4748;yes;18,5386;yes;16,6534;no;no;
9-5-10-11-13-15-16-17-;1521;no;yes;18,3266;yes;17,389;no;15,5116;no;no;
9-5-10-11-12-14-15-16-17-;1313;no;yes;18,2698;yes;17,3898;no;15,5291;no;no;
9-5-10-11-12-14-15-13-17-;1439;no;yes;18,1834;yes;17,3132;no;15,4433;no;no;
9-5-4-10-13-17-;1116;no;yes;19,8579;yes;19,0392;yes;17,1479;no;no;
9-5-4-10-13-15-16-17-;1406;no;yes;18,6176;yes;17,7679;no;15,8867;no;no;
9-5-4-10-13-11-12-14-15-16-17-;1648;no;yes;17,4221;yes;16,5696;no;14,704;no;no;
9-5-4-10-11-13-17-;1453;no;yes;18,7548;yes;17,8045;no;15,9205;no;no;
9-5-4-10-11-13-15-16-17-;1743;no;yes;17,7635;yes;16,8149;no;14,9375;no;no;
9-5-4-10-11-12-14-15-16-17-;1535;no;yes;17,7136;yes;16,8155;no;14,9528;no;no;
9-5-4-10-11-12-14-15-13-17-;1661;no;yes;17,6375;yes;16,7484;no;14,8776;no;no;
9-5-3-2-4-10-13-17-;1369;no;yes;18,7866;yes;18,0025;yes;16,1151;no;no;
9-5-3-2-4-10-13-15-16-17-;1659;no;yes;17,7888;yes;16,9719;no;15,092;no;no;
9-5-3-2-4-10-13-11-12-14-15-16-17-;1901;no;yes;16,7787;no;15,9525;no;14,086;no;no;
9-5-3-2-4-10-11-13-17-;1706;no;yes;17,9019;yes;17,0023;no;15,1201;no;no;
9-5-3-2-4-10-11-13-15-16-17-;1996;no;yes;17,0715;yes;16,1645;no;14,2878;no;no;
9-5-3-2-4-10-11-12-14-15-16-17-;1788;no;yes;17,029;yes;16,1651;no;14,301;no;no;
9-5-3-2-4-10-11-12-14-15-13-17-;1914;no;yes;16,9638;yes;16,1072;no;14,2361;no;no;
9-5-2-4-10-13-17-;1272;no;yes;19,1489;yes;18,2959;yes;16,4116;no;no;
9-5-2-4-10-13-15-16-17-;1562;no;yes;18,0742;yes;17,2016;no;15,3246;no;no;
