Demand	OSNR
4139	16,35
4140	17,14
4141	18,09
4142	15,57
4143	16,23
4144	16,46
4145	17,26
4146	16,81
4147	15,71
4148	16,38
4149	17,17
4150	15,93
4151	16,64
4152	16,24
4153	15,26
4154	15,87
4155	16,56
4156	15,51
4157	16,15
4158	15,79
4159	14,89
4160	15,45
4161	16,08
4162	18,37
4163	19,66
4164	19,55
4165	17,2
4166	18,17
4167	18,53
4168	19,87
4169	17,86
4170	17,4
4171	18,41
4172	18,33
4173	17,57
4174	18,62
4175	18,54
4176	16,58
4177	17,4
4178	16,9
4179	17,8
4180	17,73
4181	16,03
4182	16,76
4183	17,73
4184	18,83
4185	17,16
4186	16,76
4187	17,63
4188	17,56
4189	17,11
4190	18,05
4191	16,61
4192	16,26
4193	17,03
4194	16,96
4195	17,67
4196	18,76
4197	18,67
4198	16,66
4199	17,51
4200	17,81
4201	18,94
4202	17,24
4203	16,83
4204	17,71
4205	17,64
4206	16,98
4207	17,89
4208	17,82
4209	16,1
4210	16,84
4211	16,39
4212	17,18
4213	17,12
4214	15,61
4215	16,27
4216	17,12
4217	18,07
4218	16,62
4219	16,27
4220	17,04
4221	16,97
4222	17,77
4223	18,88
4224	17,2
4225	16,8
4226	17,67
4227	17,6
4228	16,4
4229	17,19
4230	17,13
4231	15,87
4232	16,56
4233	16,51
4234	15,4
4235	16,02
4236	15,97
4237	16,8
4238	17,67
4239	17,6
4240	15,95
4241	16,66
4242	16,91
4243	17,81
4244	16,43
4245	16,09
4246	16,83
4247	16,77
4248	16,22
4249	16,98
4250	16,92
4251	15,46
4252	16,1
4253	15,71
4254	16,39
4255	16,33
4256	15,03
4257	15,6
4258	17,1
4259	18,04
4260	17,97
4261	16,2
4262	16,96
4263	15,85
4264	16,55
4265	15,39
4266	16,01
4267	15,01
4268	15,58
4269	16,5
4270	17,31
4271	17,25
4272	15,7
4273	16,37
4274	15,38
4275	16,01
4276	14,96
4277	15,53
4278	14,61
4279	15,14
4280	16,76
4281	17,62
4282	17,55
4283	15,91
4284	16,62
4285	16,87
4286	17,76
4287	16,4
4288	16,06
4289	16,79
4290	16,73
4291	16,3
4292	17,08
4293	15,88
4294	15,58
4295	16,23
4296	16,18
4297	15,84
4298	16,54
4299	15,46
4300	15,18
4301	15,78
4302	15,73
4303	20,16
4304	20,27
4305	20,17
4306	18,62
4307	18,87
4308	18,95
4309	20,34
4310	20,45
4311	18,67
4312	19,08
4313	19,17
4314	19,09
4315	17,83
4316	19,27
4317	19,36
4318	19,28
4319	17,97
4320	18,19
4321	18,25
4322	18,54
4323	18,62
4324	18,55
4325	17,41
4326	17,6
4327	17,66
4328	19,45
4329	19,54
4330	18,03
4331	18,39
4332	18,46
4333	18,39
4334	17,29
4335	18,77
4336	18,84
4337	17,53
4338	17,84
4339	17,91
4340	17,85
4341	16,85
4342	19,39
4343	19,48
4344	19,4
4345	18,06
4346	18,28
4347	18,35
4348	19,54
4349	19,63
4350	18,1
4351	18,47
4352	18,54
4353	18,47
4354	17,35
4355	18,63
4356	18,7
4357	18,63
4358	17,48
4359	17,67
4360	17,73
4361	17,99
4362	18,05
4363	17,99
4364	16,97
4365	17,15
4366	17,2
4367	18,78
4368	18,86
4369	17,53
4370	17,85
4371	17,92
4372	17,86
4373	16,86
4374	19,49
4375	19,58
4376	18,07
4377	18,42
4378	18,5
4379	18,43
4380	17,32
4381	18,0
4382	18,06
4383	18,0
4384	16,98
4385	17,42
4386	17,48
4387	17,42
4388	16,51
4389	16,92
4390	16,97
4391	16,92
4392	16,09
4393	18,43
4394	18,5
4395	18,43
4396	17,32
4397	17,51
4398	17,57
4399	18,55
4400	18,62
4401	17,36
4402	17,67
4403	17,73
4404	17,67
4405	16,71
4406	17,8
4407	17,86
4408	17,8
4409	16,82
4410	16,99
4411	17,04
4412	17,26
4413	17,31
4414	17,26
4415	16,38
4416	16,53
4417	16,58
4418	18,76
4419	18,84
4420	18,77
4421	17,58
4422	17,78
4423	17,84
4424	17,4
4425	17,46
4426	16,91
4427	16,96
4428	16,51
4429	16,56
4430	18,1
4431	18,17
4432	18,11
4433	17,06
4434	17,24
4435	17,3
4436	16,91
4437	16,96
4438	16,46
4439	16,51
4440	16,1
4441	16,14
4442	18,38
4443	18,45
4444	18,39
4445	17,29
4446	17,47
4447	17,53
4448	18,51
4449	18,58
4450	17,32
4451	17,63
4452	17,69
4453	17,63
4454	16,68
4455	17,89
4456	17,95
4457	16,84
4458	17,11
4459	17,17
4460	17,12
4461	16,25
4462	17,4
4463	17,45
4464	16,44
4465	16,69
4466	16,74
4467	16,7
4468	15,9
4469	19,86
4470	18,22
4471	18,14
4472	18,02
4473	18,31
4474	17,09
4475	20,09
4476	18,38
4477	16,85
4478	18,56
4479	17,28
4480	17,22
4481	17,12
4482	18,78
4483	17,44
4484	17,38
4485	17,28
4486	17,53
4487	16,48
4488	17,93
4489	16,8
4490	16,74
4491	16,65
4492	16,87
4493	15,95
4494	18,99
4495	17,6
4496	16,28
4497	17,76
4498	16,66
4499	16,6
4500	16,52
4501	18,19
4502	17,0
4503	15,82
4504	17,14
4505	16,17
4506	16,11
4507	16,04
4508	18,92
4509	17,55
4510	17,48
4511	17,38
4512	17,63
4513	16,56
4514	19,11
4515	17,68
4516	16,34
4517	17,85
4518	16,73
4519	16,67
4520	16,59
4521	18,03
4522	16,87
4523	16,81
4524	16,73
4525	16,94
4526	16,01
4527	17,3
4528	16,3
4529	16,24
4530	16,17
4531	16,36
4532	15,53
4533	18,21
4534	17,01
4535	15,83
4536	17,15
4537	16,17
4538	16,12
4539	16,05
4540	19,05
4541	17,64
4542	16,31
4543	17,8
4544	16,69
4545	16,63
4546	16,55
4547	17,31
4548	16,3
4549	16,25
4550	16,17
4551	16,67
4552	15,78
4553	15,73
4554	15,66
4555	16,11
4556	15,32
4557	15,27
4558	15,21
4559	17,8
4560	16,69
4561	16,64
4562	16,55
4563	16,76
4564	15,86
4565	17,94
4566	16,8
4567	15,67
4568	16,94
4569	16,0
4570	15,95
4571	15,88
4572	17,09
4573	16,13
4574	16,07
4575	16,0
4576	16,19
4577	15,38
4578	16,49
4579	15,63
4580	15,58
4581	15,52
4582	15,69
4583	14,96
4584	18,19
4585	16,99
4586	16,93
4587	16,84
4588	17,07
4589	16,11
4590	16,65
4591	15,76
4592	16,1
4593	15,31
4594	15,66
4595	14,93
4596	17,43
4597	16,4
4598	16,35
4599	16,27
4600	16,47
4601	15,61
4602	16,1
4603	15,31
4604	15,61
4605	14,89
4606	15,21
4607	14,55
4608	17,75
4609	16,65
4610	16,6
4611	16,51
4612	16,72
4613	15,83
4614	17,89
4615	16,77
4616	15,64
4617	16,9
4618	15,97
4619	15,92
4620	15,85
4621	17,19
4622	16,21
4623	15,2
4624	16,32
4625	15,5
4626	15,45
4627	15,39
4628	16,64
4629	15,76
4630	14,83
4631	15,86
4632	15,11
4633	15,06
4634	15,0
4635	16,23
4636	15,2
4637	14,84
4638	15,72
4639	14,79
4640	14,46
4641	16,81
4642	16,99
4643	15,8
4644	15,4
4645	16,4
4646	15,34
4647	14,97
4648	17,69
4649	18,39
4650	16,84
4651	16,34
4652	17,6
4653	16,27
4654	15,82
4655	19,37
4656	18,91
4657	17,21
4658	16,66
4659	18,04
4660	16,59
4661	16,11
4662	20,03
4663	22,97
4664	25,05
4665	22,51
4666	21,5
4667	16,16
4668	14,72
4669	15,25
4670	16,48
4671	17,25
4672	15,66
4673	14,35
4674	14,84
4675	15,94
4676	16,62
4677	18,7
4678	17,61
4679	17,65
4680	16,76
4681	17,32
4682	15,87
4683	16,32
4684	15,55
4685	15,97
4686	18,4
4687	18,45
4688	17,41
4689	18,05
4690	16,39
4691	16,91
4692	16,04
4693	16,51
4694	19,86
4695	19,92
4696	18,54
4697	19,39
4698	17,28
4699	17,91
4700	16,85
4701	17,42
4702	20,41
4703	20,49
4704	18,94
4705	19,88
4706	17,58
4707	18,26
4708	17,13
4709	17,74
4710	19,76
4711	19,82
4712	20,44
4713	21,82
4714	18,65
4715	19,52
4716	18,08
4717	18,84
4718	20,41
4719	20,49
4720	16,97
4721	17,0
4722	17,64
4723	17,68
4724	18,85
4725	18,9
4726	19,28
4727	19,34
4728	21,22
4729	22,9
4730	19,15
4731	20,14
4732	18,52
4733	19,37
4734	19,59
4735	19,65
4736	16,56
4737	16,59
4738	17,18
4739	17,21
4740	18,25
4741	18,29
4742	18,63
4743	18,67
4744	20,24
4745	21,54
4746	18,51
4747	19,35
4748	19,17
4749	19,22
4750	16,34
4751	16,37
4752	16,92
4753	16,96
4754	17,93
4755	17,97
4756	18,28
4757	18,33
4758	19,76
4759	20,91
4760	19,19
4761	20,19
4762	17,73
4763	15,5
4764	15,99
4765	16,79
4766	17,07
4767	16,08
4768	16,71
4769	15,76
4770	15,8
4771	14,83
4772	14,86
4773	14,49
4774	14,52
4775	16,82
4776	17,57
4777	16,45
4778	16,49
4779	15,38
4780	15,41
4781	15,0
4782	15,04
4783	18,15
4784	19,19
4785	17,66
4786	17,72
4787	16,31
4788	16,36
4789	15,86
4790	15,9
4791	18,65
4792	19,83
4793	18,11
4794	18,17
4795	16,64
4796	16,68
4797	16,15
4798	16,19
4799	18,06
4800	19,08
4801	19,78
4802	19,88
4803	17,78
4804	17,84
4805	17,17
4806	17,22
4807	18,65
4808	19,83
4809	15,47
4810	16,02
4811	16,11
4812	16,74
4813	17,23
4814	18,06
4815	17,63
4816	18,54
4817	20,67
4818	20,79
4819	18,33
4820	18,4
4821	17,65
4822	17,7
4823	17,91
4824	18,89
4825	15,08
4826	15,58
4827	15,67
4828	16,24
4829	16,67
4830	17,4
4831	17,02
4832	17,81
4833	19,55
4834	19,64
4835	17,64
4836	17,69
4837	17,52
4838	18,41
4839	14,87
4840	15,35
4841	15,43
4842	15,97
4843	16,37
4844	17,05
4845	16,7
4846	17,44
4847	19,01
4848	19,09
4849	18,38
4850	18,45
4851	16,79
4852	14,44
4853	14,95
4854	15,8
4855	16,09
4856	20,05
4857	19,04
4858	18,56
4859	18,06
4860	17,66
4861	17,71
4862	17,33
4863	20,98
4864	19,77
4865	19,21
4866	18,64
4867	18,19
4868	18,24
4869	17,83
4870	22,8
4871	21,09
4872	20,35
4873	19,63
4874	19,08
4875	19,14
4876	18,65
4877	23,53
4878	21,57
4879	20,76
4880	19,98
4881	19,39
4882	19,46
4883	18,93
4884	22,67
4885	23,47
4886	22,28
4887	21,22
4888	20,46
4889	20,55
4890	19,89
4891	23,53
4892	19,31
4893	20,09
4894	21,52
4895	22,06
4896	24,53
4897	23,07
4898	21,83
4899	20,97
4900	21,07
4901	20,33
4902	22,45
4903	18,85
4904	19,55
4905	20,8
4906	21,25
4907	23,21
4908	22,08
4909	21,06
4910	20,32
4911	21,92
4912	18,61
4913	19,26
4914	20,42
4915	20,84
4916	22,58
4917	21,59
4918	21,88
4919	21,01
4920	20,14
4921	17,66
4922	18,18
4923	19,08
4924	19,39
4925	19,68
4926	19,13
4927	19,37
4928	18,32
4929	17,95
4930	20,53
4931	19,87
4932	20,15
4933	18,93
4934	18,51
4935	22,13
4936	21,22
4937	21,6
4938	20,0
4939	19,48
4940	22,76
4941	21,72
4942	22,15
4943	20,38
4944	19,81
4945	22,02
4946	21,13
4947	24,4
4948	21,75
4949	21,01
4950	22,76
4951	21,73
4952	18,99
4953	18,51
4954	19,71
4955	19,15
4956	21,01
4957	20,28
4958	21,49
4959	20,69
4960	25,74
4961	22,44
4962	21,58
4963	21,83
4964	20,97
4965	18,56
4966	18,12
4967	19,21
4968	18,71
4969	20,36
4970	19,72
4971	20,77
4972	20,08
4973	24,07
4974	21,57
4975	21,36
4976	20,58
4977	18,33
4978	17,91
4979	18,95
4980	18,47
4981	20,02
4982	19,42
4983	20,4
4984	19,76
4985	23,33
4986	22,5
4987	29,34
4988	22,08
4989	19,65
4990	20,49
4991	22,7
4992	25,34
4993	21,16
4994	19,09
4995	19,83
4996	21,66
4997	20,41
4998	18,6
4999	19,26
5000	20,83
5001	19,68
5002	18,09
5003	18,68
5004	20,03
5005	19,13
5006	17,69
5007	18,23
5008	19,44
5009	19,19
5010	17,74
5011	18,28
5012	19,51
5013	18,69
5014	17,37
5015	17,86
5016	18,97
5017	21,27
5018	19,16
5019	19,91
5020	21,78
5021	23,79
5022	20,49
5023	18,65
5024	19,31
5025	20,91
5026	19,84
5027	18,2
5028	18,8
5029	20,2
5030	19,19
5031	17,74
5032	18,27
5033	19,5
5034	18,69
5035	17,36
5036	17,86
5037	18,97
5038	20,86
5039	18,89
5040	19,6
5041	21,32
5042	23,09
5043	20,14
5044	18,41
5045	19,04
5046	20,53
5047	19,53
5048	17,99
5049	18,56
5050	19,87
5051	19,71
5052	18,12
5053	18,7
5054	20,07
5055	19,65
5056	19,16
5057	17,71
5058	18,25
5059	19,47
5060	19,1
5061	19,4
5062	17,89
5063	18,45
5064	19,73
5065	20,9
5066	17,61
5067	18,68
5068	20,89
5069	21,86
5070	20,73
5071	19,45
5072	18,48
5073	17,57
5074	16,9
5075	16,98
5076	16,39
5077	21,86
5078	16,78
5079	17,65
5080	19,31
5081	19,97
5082	20,27
5083	19,12
5084	18,09
5085	17,35
5086	17,44
5087	16,79
5088	20,45
5089	16,27
5090	17,04
5091	18,46
5092	18,99
5093	19,24
5094	18,3
5095	17,43
5096	16,78
5097	19,79
5098	16,0
5099	16,72
5100	18,03
5101	18,51
5102	18,73
5103	17,89
5104	18,14
5105	17,39
5106	17,71
5107	14,97
5108	15,54
5109	16,52
5110	16,86
5111	18,14
5112	19,37
5113	19,95
5114	17,1
5115	18,04
5116	20,72
5117	16,67
5118	17,52
5119	19,82
5120	16,11
5121	16,85
5122	18,75
5123	15,62
5124	16,28
5125	17,9
5126	15,11
5127	15,69
5128	17,1
5129	14,7
5130	15,24
5131	16,49
5132	14,75
5133	15,3
5134	16,56
5135	14,38
5136	14,88
5137	16,02
5138	17,1
5139	18,04
5140	20,72
5141	16,19
5142	16,95
5143	17,22
5144	18,19
5145	18,63
5146	16,35
5147	17,13
5148	19,19
5149	16,48
5150	17,29
5151	19,44
5152	15,68
5153	16,35
5154	15,95
5155	16,66
5156	18,47
5157	15,23
5158	15,83
5159	15,41
5160	16,03
5161	17,56
5162	14,76
5163	15,3
5164	14,98
5165	15,55
5166	16,9
5167	14,39
5168	14,88
5169	15,03
5170	15,61
5171	16,98
5172	14,43
5173	14,94
5174	14,63
5175	15,16
5176	16,39
5177	14,08
5178	14,55
5179	16,56
5180	17,38
5181	19,59
5182	15,74
5183	16,42
5184	16,66
5185	17,51
5186	17,89
5187	15,88
5188	16,59
5189	18,36
5190	16,0
5191	16,73
5192	18,57
5193	15,28
5194	15,89
5195	15,52
5196	16,17
5197	17,75
5198	14,86
5199	15,42
5200	15,02
5201	15,6
5202	16,97
5203	14,43
5204	14,93
5205	14,63
5206	15,15
5207	16,38
5208	14,07
5209	14,54
5210	16,27
5211	17,04
5212	19,04
5213	15,5
5214	16,14
5215	16,37
5216	17,16
5217	17,51
5218	15,63
5219	16,3
5220	17,93
5221	15,75
5222	16,43
5223	18,12
5224	15,06
5225	15,64
5226	15,29
5227	15,9
5228	17,38
5229	14,66
5230	15,19
5231	15,43
5232	16,06
5233	17,6
5234	14,78
5235	15,33
5236	14,52
5237	15,04
5238	15,0
5239	15,57
5240	16,93
5241	14,4
5242	14,91
5243	14,16
5244	14,64
5245	15,19
5246	15,79
5247	17,22
5248	14,57
5249	15,09
5250	15,27
5251	15,88
5252	16,14
5253	14,68
5254	15,21
5255	16,45
5256	25,77
5257	23,29
5258	20,32
5259	21,31
5260	22,47
5261	19,88
5262	20,76
5263	21,48
5264	19,29
5265	20,06
5266	20,68
5267	18,78
5268	19,46
5269	19,91
5270	18,25
5271	18,86
5272	19,33
5273	17,84
5274	18,39
5275	19,4
5276	17,89
5277	18,45
5278	18,87
5279	17,5
5280	18,01
5281	23,29
5282	20,32
5283	21,31
5284	21,62
5285	23,54
5286	21,89
5287	19,54
5288	20,35
5289	22,12
5290	19,67
5291	20,52
5292	20,78
5293	21,21
5294	19,12
5295	19,86
5296	20,09
5297	20,35
5298	18,56
5299	19,21
5300	19,41
5301	19,72
5302	18,12
5303	18,71
5304	18,88
5305	19,79
5306	18,17
5307	18,77
5308	18,95
5309	19,23
5310	17,76
5311	18,31
5312	18,47
5313	22,26
5314	19,75
5315	20,62
5316	20,88
5317	22,45
5318	21,11
5319	19,05
5320	19,78
5321	21,3
5322	19,18
5323	19,93
5324	20,16
5325	20,53
5326	18,68
5327	19,35
5328	19,55
5329	19,78
5330	18,17
5331	18,76
5332	18,94
5333	19,22
5334	17,76
5335	18,3
5336	18,46
5337	21,75
5338	19,45
5339	20,25
5340	20,5
5341	21,92
5342	20,71
5343	18,8
5344	19,48
5345	20,89
5346	18,91
5347	19,62
5348	19,83
5349	20,18
5350	18,44
5351	19,07
5352	19,26
5353	20,39
5354	18,58
5355	19,24
5356	19,44
5357	19,07
5358	19,75
5359	18,14
5360	18,73
5361	18,91
5362	18,58
5363	20,03
5364	18,33
5365	18,95
5366	19,14
5367	20,15
5368	19,29
5369	17,81
5370	18,36
5371	18,67
5372	20,07
5373	19,26
5374	17,51
5375	18,55
5376	19,91
5377	17,05
5378	17,98
5379	19,15
5380	16,44
5381	17,24
5382	18,21
5383	15,91
5384	16,62
5385	17,45
5386	15,37
5387	16,0
5388	16,72
5389	14,95
5390	15,51
5391	16,16
5392	15,0
5393	15,57
5394	16,22
5395	14,6
5396	15,13
5397	15,72
5398	17,51
5399	18,55
5400	19,91
5401	16,53
5402	17,35
5403	17,65
5404	18,72
5405	18,11
5406	16,7
5407	17,55
5408	18,6
5409	16,84
5410	17,72
5411	18,82
5412	15,98
5413	16,7
5414	16,27
5415	17,04
5416	17,96
5417	15,5
5418	16,15
5419	15,69
5420	16,36
5421	17,14
5422	15,01
5423	15,58
5424	15,24
5425	15,84
5426	16,53
5427	14,61
5428	15,14
5429	15,29
5430	15,9
5431	16,61
5432	14,66
5433	15,19
5434	14,87
5435	15,43
5436	16,06
5437	14,29
5438	14,78
5439	16,92
5440	17,82
5441	18,95
5442	16,05
5443	16,78
5444	17,04
5445	17,97
5446	17,44
5447	16,2
5448	16,96
5449	17,86
5450	16,33
5451	17,11
5452	18,05
5453	15,55
5454	16,2
5455	15,81
5456	16,5
5457	17,32
5458	15,11
5459	15,7
5460	15,28
5461	15,89
5462	16,6
5463	14,65
5464	15,18
5465	14,87
5466	15,42
5467	16,05
5468	14,29
5469	14,77
5470	16,61
5471	17,45
5472	18,47
5473	15,79
5474	16,48
5475	16,72
5476	17,58
5477	17,09
5478	15,93
5479	16,64
5480	17,48
5481	16,05
5482	16,78
5483	17,65
5484	15,32
5485	15,93
5486	15,56
5487	16,22
5488	16,98
5489	14,9
5490	15,46
5491	15,71
5492	16,39
5493	17,18
5494	15,03
5495	15,6
5496	14,75
5497	15,3
5498	15,26
5499	15,87
5500	16,56
5501	14,63
5502	15,16
5503	14,38
5504	14,88
5505	15,46
5506	16,09
5507	16,83
5508	14,81
5509	15,35
5510	15,54
5511	16,19
5512	15,83
5513	14,92
5514	15,48
5515	16,12
5516	19,37
5517	21,06
5518	18,58
5519	18,04
5520	19,23
5521	19,13
5522	17,53
5523	18,57
5524	18,48
5525	16,85
5526	17,74
5527	17,66
5528	16,28
5529	17,05
5530	16,99
5531	15,7
5532	16,37
5533	16,31
5534	15,24
5535	15,85
5536	15,8
5537	15,3
5538	15,91
5539	15,86
5540	14,88
5541	15,44
5542	15,39
5543	18,04
5544	19,23
5545	19,13
5546	16,95
5547	17,86
5548	18,19
5549	19,43
5550	17,57
5551	17,14
5552	18,08
5553	18,01
5554	17,29
5555	18,28
5556	18,2
5557	16,35
5558	17,14
5559	16,67
5560	17,51
5561	17,44
5562	15,84
5563	16,53
5564	16,04
5565	16,77
5566	16,71
5567	15,31
5568	15,92
5569	15,55
5570	16,2
5571	16,15
5572	14,89
5573	15,45
5574	15,61
5575	16,27
5576	16,21
5577	14,94
5578	15,5
5579	15,16
5580	15,76
5581	15,71
5582	14,55
5583	15,07
5584	17,38
5585	18,39
5586	18,31
5587	16,43
5588	17,23
5589	17,51
5590	18,56
5591	16,97
5592	16,59
5593	17,42
5594	17,35
5595	16,73
5596	17,59
5597	17,52
5598	15,89
5599	16,59
5600	16,17
5601	16,92
5602	16,86
5603	15,42
5604	16,05
5605	15,6
5606	16,26
5607	16,21
5608	14,93
5609	15,5
5610	15,16
5611	15,75
5612	15,7
5613	14,54
5614	15,06
5615	17,04
5616	17,97
5617	17,89
5618	16,15
5619	16,89
5620	17,16
5621	18,12
5622	16,66
5623	16,3
5624	17,08
5625	17,01
5626	16,43
5627	17,23
5628	17,17
5629	15,64
5630	16,3
5631	15,9
5632	16,61
5633	16,55
5634	15,19
5635	15,79
5636	16,06
5637	16,8
5638	16,74
5639	15,33
5640	15,95
5641	15,04
5642	15,62
5643	15,58
5644	16,23
5645	16,18
5646	14,91
5647	15,47
5648	14,64
5649	15,17
5650	15,79
5651	16,48
5652	16,42
5653	15,09
5654	15,68
5655	15,88
5656	16,58
5657	15,49
5658	15,21
5659	15,81
5660	15,76
5661	20,07
5662	20,2
5663	18,07
5664	18,55
5665	18,64
5666	18,56
5667	17,11
5668	17,98
5669	18,06
5670	17,98
5671	16,68
5672	17,24
5673	17,31
5674	17,24
5675	16,12
5676	16,62
5677	16,68
5678	16,62
5679	15,62
5680	15,99
5681	16,05
5682	16,0
5683	15,11
5684	15,51
5685	15,56
5686	15,51
5687	14,71
5688	15,57
5689	15,62
5690	15,57
5691	14,76
5692	15,13
5693	15,17
5694	15,13
5695	14,38
5696	18,55
5697	18,65
5698	18,56
5699	17,11
5700	17,35
5701	17,42
5702	18,72
5703	18,82
5704	17,16
5705	17,55
5706	17,62
5707	17,55
5708	16,36
5709	17,72
5710	17,8
5711	17,73
5712	16,49
5713	16,7
5714	16,76
5715	17,04
5716	17,1
5717	17,04
5718	15,96
5719	16,14
5720	16,2
5721	16,36
5722	16,42
5723	16,36
5724	15,41
5725	15,58
5726	15,63
5727	15,84
5728	15,89
5729	15,84
5730	14,98
5731	15,14
5732	15,18
5733	15,9
5734	15,95
5735	15,9
5736	15,04
5737	15,19
5738	15,24
5739	15,43
5740	15,48
5741	15,43
5742	14,64
5743	14,78
5744	14,82
5745	17,82
5746	17,9
5747	17,83
5748	16,57
5749	16,78
5750	16,84
5751	17,96
5752	18,05
5753	16,61
5754	16,95
5755	17,02
5756	16,96
5757	15,89
5758	17,11
5759	17,18
5760	17,11
5761	16,01
5762	16,2
5763	16,26
5764	16,5
5765	16,56
5766	16,5
5767	15,53
5768	15,7
5769	15,75
5770	15,89
5771	15,95
5772	15,9
5773	15,03
5774	15,18
5775	15,23
5776	15,42
5777	15,47
5778	15,42
5779	14,63
5780	14,77
5781	14,82
5782	17,44
5783	17,52
5784	17,45
5785	16,28
5786	16,48
5787	16,54
5788	17,57
5789	17,65
5790	16,32
5791	16,64
5792	16,7
5793	16,64
5794	15,64
5795	16,78
5796	16,85
5797	16,79
5798	15,76
5799	15,93
5800	15,99
5801	16,22
5802	16,27
5803	16,22
5804	15,3
5805	15,46
5806	15,51
5807	16,39
5808	16,45
5809	16,39
5810	15,44
5811	15,6
5812	15,65
5813	15,29
5814	15,34
5815	15,86
5816	15,92
5817	15,87
5818	15,01
5819	15,16
5820	15,2
5821	14,88
5822	14,92
5823	16,09
5824	16,15
5825	16,09
5826	15,19
5827	15,35
5828	15,4
5829	16,19
5830	16,25
5831	15,23
5832	15,48
5833	15,53
5834	15,48
5835	14,68
5836	21,34
5837	19,19
5838	17,41
5839	19,41
5840	17,9
5841	17,83
5842	17,72
5843	18,73
5844	17,4
5845	17,34
5846	17,24
5847	17,87
5848	16,75
5849	16,69
5850	16,6
5851	17,16
5852	16,19
5853	16,13
5854	16,06
5855	16,47
5856	15,61
5857	15,57
5858	15,5
5859	15,94
5860	15,17
5861	15,12
5862	15,07
5863	16,0
5864	15,22
5865	15,18
5866	15,12
5867	15,52
5868	14,81
5869	14,77
5870	14,71
5871	19,42
5872	17,91
5873	17,83
5874	17,72
5875	17,99
5876	16,84
5877	19,62
5878	18,05
5879	16,61
5880	18,23
5881	17,02
5882	16,96
5883	16,87
5884	18,43
5885	17,18
5886	17,11
5887	17,02
5888	17,25
5889	16,26
5890	17,64
5891	16,57
5892	16,51
5893	16,43
5894	16,63
5895	15,75
5896	16,87
5897	15,95
5898	15,9
5899	15,83
5900	16,01
5901	15,23
5902	16,29
5903	15,47
5904	15,42
5905	15,36
5906	15,53
5907	14,82
5908	16,36
5909	15,53
5910	15,48
5911	15,42
5912	15,58
5913	14,87
5914	15,84
5915	15,09
5916	15,05
5917	14,99
5918	15,14
5919	14,48
5920	18,55
5921	17,27
5922	17,2
5923	17,11
5924	17,34
5925	16,33
5926	18,71
5927	17,39
5928	16,12
5929	17,54
5930	16,49
5931	16,43
5932	16,36
5933	17,72
5934	16,63
5935	16,57
5936	16,49
5937	16,7
5938	15,8
5939	17,03
5940	16,08
5941	16,03
5942	15,96
5943	16,14
5944	15,34
5945	16,35
5946	15,52
5947	15,47
5948	15,41
5949	15,58
5950	14,86
5951	15,84
5952	15,08
5953	15,04
5954	14,98
5955	15,13
5956	14,48
5957	18,11
5958	16,93
5959	16,87
5960	16,78
5961	17,0
5962	16,06
5963	18,26
5964	17,05
5965	15,86
5966	17,19
5967	16,21
5968	16,15
5969	16,08
5970	17,35
5971	16,33
5972	16,28
5973	16,2
5974	16,4
5975	15,56
5976	16,71
5977	15,82
5978	15,77
5979	15,7
5980	15,88
5981	15,12
5982	16,9
5983	15,98
5984	15,93
5985	15,85
5986	16,04
5987	15,25
5988	15,7
5989	14,97
5990	16,32
5991	15,5
5992	15,45
5993	15,39
5994	15,55
5995	14,84
5996	15,25
5997	14,58
5998	16,58
5999	15,7
6000	15,66
6001	15,59
6002	15,76
6003	15,02
6004	16,68
6005	15,79
6006	14,86
6007	15,9
6008	15,14
6009	15,1
6010	15,04
6011	18,52
6012	19,08
6013	17,24
6014	17,66
6015	17,72
6016	18,19
6017	18,79
6018	19,39
6019	23,5
6020	23,6
6021	19,3
6022	19,34
6023	20,08
6024	20,12
6025	21,5
6026	21,56
6027	22,04
6028	22,11
6029	19,72
6030	20,46
6031	24,62
6032	27,35
6033	17,31
6034	17,8
6035	18,62
6036	18,89
6037	18,79
6038	18,83
6039	19,48
6040	19,52
6041	20,71
6042	20,76
6043	21,15
6044	21,21
6045	20,15
6046	20,97
6047	18,16
6048	18,19
6049	18,75
6050	18,78
6051	19,77
6052	19,81
6053	20,13
6054	20,18
6055	21,88
6056	23,14
6057	18,38
6058	18,41
6059	19,01
6060	19,04
6061	20,09
6062	20,14
6063	20,48
6064	20,53
6065	21,11
6066	22,15
6067	18,77
6068	18,81
6069	17,43
6070	17,46
6071	17,94
6072	17,97
6073	19,06
6074	19,1
6075	22,82
6076	24,43
6077	19,02
6078	19,64
6079	19,74
6080	20,48
6081	21,05
6082	22,07
6083	21,54
6084	22,68
6085	20,05
6086	20,1
6087	25,69
6088	25,87
6089	17,5
6090	18,01
6091	18,87
6092	19,17
6093	18,54
6094	19,1
6095	19,19
6096	19,84
6097	20,33
6098	21,18
6099	20,74
6100	21,67
6101	20,52
6102	20,57
6103	17,93
6104	18,42
6105	18,5
6106	19,05
6107	19,46
6108	20,15
6109	19,8
6110	20,54
6111	22,42
6112	22,5
6113	18,15
6114	18,66
6115	18,74
6116	19,32
6117	19,76
6118	20,5
6119	20,12
6120	20,93
6121	21,56
6122	21,63
6123	19,04
6124	18,56
6125	17,63
6126	17,27
6127	18,16
6128	17,75
6129	19,35
6130	18,83
6131	25,45
6132	19,97
6133	20,88
6134	22,64
6135	23,35
6136	20,41
